datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20210723_215350,194.635269,-707.803284,168.839203,-762.066101,25.796066,54.262817,14.833709,0.558282,0.912384,-49.472700,-11.342100
20210724_010705,10.085899,-89.070122,-16.140457,-143.676147,26.226357,54.606026,14.834077,0.558649,0.046586,-43.224400,-9.440250
20210724_074105,250.012558,-705.882751,224.882477,-760.750061,25.130081,54.867310,14.834826,0.559398,0.320197,-44.545500,-11.161400
20210724_191529,314.499756,-703.869995,288.804504,-757.591309,25.695251,53.721313,14.836146,0.560718,0.802419,-43.472400,-11.500600
20210725_081604,382.133087,-700.161133,357.053009,-755.445557,25.080078,55.284424,14.837630,0.562203,0.344491,-43.555000,-11.636600
20210726_021804,469.301636,-704.169312,442.973022,-749.829956,26.328613,45.660645,14.839688,0.564260,0.095880,-44.215500,-11.003500
20210726_070502,13.550949,459.954407,-16.140457,409.923706,29.691406,50.030701,14.840233,0.564805,0.295162,-45.122600,-12.457000
20210726_085134,5.294037,462.598785,-16.063217,409.950073,21.357254,52.648712,14.840436,0.565008,0.369144,-42.811000,-10.196000
20210726_134704,519.779358,-689.858582,492.622559,-745.449585,27.156799,55.591003,14.840998,0.565570,0.574352,-43.059100,-8.210180
20210726_184858,538.917542,-688.571838,512.629456,-742.389160,26.288086,53.817322,14.841572,0.566144,0.784005,-42.645500,-10.531600
20210727_113136,269.687714,328.501251,251.431015,278.739624,18.256699,49.761627,14.843478,0.568050,0.480278,-45.699000,-12.160000
20210727_173935,-84.217804,-422.831604,-110.961731,-473.587097,26.743927,50.755493,14.844177,0.568750,0.735822,-43.967900,-11.568600
20210728_001204,365.653748,335.862488,344.868500,281.535492,20.785248,54.326996,14.844924,0.569496,0.008380,-43.141800,-10.913400
20210728_015005,377.904114,335.681885,356.725952,281.990479,21.178162,53.691406,14.845110,0.569682,0.076447,-46.192700,-11.138800
20210728_082335,424.411621,337.237915,404.470459,284.119843,19.941162,53.118073,14.845858,0.570430,0.349711,-42.562700,-12.091500
20210728_195358,131.810287,-422.769684,108.344299,-474.014252,23.465988,51.244568,14.847171,0.571743,0.829144,-45.040200,-10.196000
20210729_022505,544.529724,345.259583,522.769531,290.986237,21.760193,54.273346,14.847914,0.572487,0.100752,-44.215500,-11.342100
20210729_073434,577.485107,344.692230,555.296509,293.490143,22.188599,51.202087,14.848503,0.573075,0.315671,-43.224400,-10.643700
20210729_085805,583.451294,347.403961,563.450012,294.154663,20.001282,53.249298,14.848662,0.573234,0.373669,-43.307100,-9.795070
20210729_103705,594.384155,348.243164,573.141052,294.388489,21.243103,53.854675,14.848850,0.573422,0.442419,-43.885400,-9.396000
20210729_121504,603.935547,349.757843,582.564941,295.784668,21.370605,53.973175,14.849036,0.573608,0.510463,-45.534400,-9.418130
20210730_000559,487.109741,-296.832031,462.439453,-345.002930,24.670288,48.170898,14.850388,0.574960,0.004155,-46.110400,-11.795600
20210730_012204,498.070862,-292.412598,471.979492,-344.460785,26.091370,52.048187,14.850532,0.575105,0.056991,-44.710500,-10.733500
20210730_093404,712.877441,359.176056,691.677612,307.771057,21.199829,51.404999,14.851468,0.576040,0.398657,-50.860900,-9.928500
20210730_111206,719.337402,360.883057,698.899902,307.603668,20.437500,53.279388,14.851654,0.576227,0.466736,-51.268600,-9.550970
20210730_130535,-8.580433,-97.445694,-35.179829,-141.842743,26.599396,44.397049,14.851870,0.576442,0.545544,-42.811000,-9.351780
20210730_143248,5.411583,-93.806572,-24.019440,-141.868759,29.431023,48.062187,14.852036,0.576608,0.606111,-44.133000,-8.231970
20210730_180959,494.165436,-414.024658,466.242554,-463.044373,27.922882,49.019714,14.852449,0.577021,0.756933,-45.040200,-10.039900
20210730_192436,502.235443,-410.444855,476.429077,-462.452423,25.806366,52.007568,14.852591,0.577163,0.808750,-44.710500,-9.064900
20210731_002004,657.172485,-281.633667,630.839478,-332.728149,26.333008,51.094482,14.853152,0.577725,0.013935,-48.981900,-10.756000
20210731_015805,666.740723,-280.518890,640.958496,-331.749146,25.782227,51.230255,14.853339,0.577911,0.082002,-43.967900,-10.576400
20210802_032504,824.832947,-481.148865,794.814941,-527.575378,30.018005,46.426514,14.858980,0.583552,0.142407,-41.983100,-9.617450
20210802_130534,-0.788231,459.091675,-24.019440,416.107788,23.231209,42.983887,14.860084,0.584656,0.545532,-41.983100,-9.307570
20210802_143704,-1.163155,461.274658,-23.980968,416.107086,22.817814,45.167572,14.860258,0.584830,0.609074,-42.811000,-8.735080
20210802_180503,0.302437,-682.630615,-28.232449,-723.945374,28.534885,41.314758,14.860653,0.585225,0.753507,-42.645500,-6.826720
20210804_025236,749.142944,366.275391,724.982971,324.430756,24.159973,41.844635,14.864394,0.588966,0.119861,-44.545500,-8.450340
20210804_042105,562.350647,-573.759460,533.640930,-617.280884,28.709717,43.521423,14.864562,0.589134,0.181308,-42.811000,-8.035930
20210804_092505,587.449280,-573.117432,560.201538,-614.549683,27.247742,41.432251,14.865140,0.589712,0.392419,-41.817400,-7.278070
20210804_110505,595.284851,-573.062378,568.505493,-613.638855,26.779358,40.576477,14.865330,0.589902,0.461863,-43.224400,-6.912470
20210805_045304,675.742065,-562.168518,647.774414,-603.052734,27.967651,40.884216,14.867361,0.591933,0.203519,-42.148800,-9.528820
20210805_082104,689.652649,-561.284180,661.743530,-600.763672,27.909119,39.479492,14.867756,0.592328,0.347963,-40.157800,-8.014210
20210805_100005,695.770508,-560.617859,668.039551,-599.676880,27.730957,39.059021,14.867944,0.592517,0.416725,-42.231600,-7.213420
20210806_021727,-601.863098,-280.336731,-628.355957,-311.945770,26.492859,31.609039,14.869803,0.594375,0.095451,-41.403000,-9.108970
20210806_041404,-587.714355,-284.117157,-615.107910,-312.801392,27.393555,28.684235,14.870024,0.594597,0.176435,-46.274900,-7.862090
20210806_103004,-544.924316,-287.526184,-570.548645,-317.103912,25.624329,29.577728,14.870739,0.595312,0.437546,-42.480000,-6.143710
20210806_234259,8.840462,-119.906044,-19.307777,-151.934402,28.148239,32.028358,14.872247,0.596819,0.988183,-41.900300,-8.822920
20210807_011005,12.365242,-117.969513,-19.307518,-151.932281,31.672760,33.962769,14.872413,0.596985,0.048669,-42.728200,-7.321180
20210807_030135,-416.087708,-296.855865,-445.240784,-326.310242,29.153076,29.454376,14.872625,0.597197,0.126100,-44.463000,-6.058720
20210807_042606,-406.231750,-296.380096,-433.885376,-326.985565,27.653625,30.605469,14.872785,0.597357,0.184792,-48.162900,-6.569910
20210808_094504,-220.349579,223.210342,-245.941559,199.553040,25.591980,23.657303,14.876129,0.600702,0.406296,-44.298000,-8.319260
20210808_100705,-221.093811,230.245392,-243.006561,199.420731,21.912750,30.824661,14.876171,0.600744,0.421586,-40.573100,-5.783150
20210808_102904,-215.981873,229.938797,-239.993561,199.345016,24.011688,30.593781,14.876213,0.600785,0.436852,-44.710500,-6.805280
20210808_111504,-211.859039,228.623962,-233.775574,199.116989,21.916534,29.506973,14.876301,0.600873,0.468796,-46.357100,-8.472220
20210809_103758,5.867561,438.686249,-19.346413,405.592682,25.213974,33.093567,14.878968,0.603540,0.443032,-42.148800,-8.472220
20210809_122009,5.163284,438.322174,-19.162750,405.998413,24.326035,32.323761,14.879162,0.603734,0.513993,-45.699000,-7.213420
20210809_140104,10.451599,-705.059875,-19.307411,-735.880554,29.759010,30.820679,14.879354,0.603926,0.584074,-41.900300,-6.463170
20210809_153005,-9.921005,-703.675537,-40.044659,-734.960388,30.123653,31.284851,14.879523,0.604096,0.645891,-42.066000,-5.614040
20210811_063243,-481.609406,307.588684,-502.944550,276.811127,21.335144,30.777557,14.883977,0.608550,0.272720,-44.298000,-11.296900
20210811_082505,-466.623718,307.521912,-490.469055,274.979553,23.845337,32.542358,14.884191,0.608763,0.350752,-42.976400,-8.735080
20210811_094535,-456.974396,306.040344,-481.431091,275.136230,24.456696,30.904114,14.884344,0.608916,0.406655,-45.452000,-10.554000
20210811_103005,-451.603394,304.132629,-476.371582,274.735535,24.768188,29.397095,14.884429,0.609001,0.437558,-42.066000,-7.905520
20210811_111735,-445.931763,303.007446,-471.003021,274.366394,25.071259,28.641052,14.884519,0.609091,0.470544,-45.863600,-10.486700
20210811_150028,-424.202637,305.634399,-447.768829,274.064636,23.566193,31.569763,14.884943,0.609515,0.625324,-42.893700,-9.772840
20210811_165135,-411.749329,304.227051,-434.907410,273.195007,23.158081,31.032043,14.885154,0.609726,0.702488,-40.905200,-7.948970
20210811_182901,-400.608582,302.660095,-423.474854,272.450531,22.866272,30.209564,14.885339,0.609911,0.770150,-41.983100,-7.645290
20210811_203005,-384.814575,302.396301,-409.068359,271.564941,24.253784,30.831360,14.885569,0.610142,0.854225,-46.110400,-9.728420
20210812_061254,-313.909302,295.128601,-335.356110,266.165375,21.446808,28.963226,14.886678,0.611250,0.258958,-46.768000,-9.064900
20210813_083505,-121.408089,302.546722,-144.245575,270.388367,22.837486,32.158356,14.889686,0.614258,0.357697,-45.781300,-9.020830
20210813_093505,-111.215195,302.646790,-136.327545,270.265717,25.112350,32.381073,14.889800,0.614372,0.399363,-42.314400,-8.297420
20210813_105505,-103.285080,301.884277,-125.744583,270.066223,22.459503,31.818054,14.889952,0.614524,0.454919,-45.040200,-10.509200
20210814_003557,21.102760,-127.786255,-5.245422,-156.957657,26.348183,29.171402,14.891513,0.616085,0.024965,-42.314400,-7.905520
20210815_074205,251.409332,323.181854,226.195984,287.930939,25.213348,35.250916,14.895061,0.619633,0.320891,-41.485900,-7.364320
20210815_085405,256.904480,321.939728,235.349503,288.273468,21.554977,33.666260,14.895198,0.619770,0.370891,-51.350100,-8.976820
20210815_091905,261.286896,322.373810,238.516495,288.319977,22.770401,34.053833,14.895245,0.619817,0.388252,-41.485900,-6.079970
20210815_094405,262.224335,322.578552,241.683990,288.438843,20.540344,34.139709,14.895293,0.619865,0.405613,-43.885400,-7.234970
20210815_102905,270.434875,322.459625,247.400024,288.669281,23.034851,33.790344,14.895378,0.619950,0.436863,-45.616700,-8.888850
20210815_105405,273.218445,322.621460,250.567505,288.732849,22.650940,33.888611,14.895426,0.619998,0.454225,-41.568800,-5.846660
20210815_111905,275.612427,322.925659,253.695969,288.853638,21.916458,34.072021,14.895473,0.620045,0.471586,-43.720200,-6.505840
20210816_075237,426.986145,330.004059,202.557999,295.195221,224.428146,34.808838,14.897818,0.622391,0.328206,-45.040200,-11.138800
20210816_084204,430.928467,329.978363,408.731476,296.426819,22.196991,33.551544,14.897913,0.622485,0.362546,-52.083100,-8.735080
20210816_092904,436.451599,330.629059,414.062012,296.801605,22.389587,33.827454,14.898002,0.622574,0.395185,-46.274900,-9.528820
20210816_095404,438.723602,330.836273,416.997498,296.935089,21.726105,33.901184,14.898049,0.622622,0.412546,-39.908400,-6.292650
20210816_101904,442.316345,330.934875,419.894043,297.147186,22.422302,33.787689,14.898097,0.622669,0.429907,-44.463000,-7.342750
20210816_110205,447.303925,331.804901,424.798950,296.567993,22.504974,35.236908,14.898179,0.622751,0.459780,-44.298000,-9.086910
20210816_113529,-4.950333,446.024475,-21.782234,416.118500,16.831902,29.905975,14.898242,0.622814,0.482975,-41.237100,-5.825490
20210817_084527,587.315796,345.600433,562.300049,309.146179,25.015747,36.454254,14.900657,0.625229,0.364896,-40.988200,-9.020830
20210817_090904,588.460022,345.811188,564.539917,309.391785,23.920105,36.419403,14.900702,0.625274,0.381296,-44.628000,-8.494090
20210817_100304,592.835144,344.485992,569.716064,309.963226,23.119080,34.522766,14.900804,0.625377,0.418796,-45.369700,-10.173700
20210817_103104,594.623413,344.222260,572.418945,310.214020,22.204468,34.008240,14.900858,0.625430,0.438241,-40.988200,-6.762440
20210818_075006,632.152100,206.807281,606.447021,171.017273,25.705078,35.790009,14.903289,0.627862,0.326458,-40.074600,-7.602000
20210818_081506,632.455505,206.713211,609.034973,172.345764,23.420532,34.367447,14.903337,0.627909,0.343819,-44.875300,-8.691230
20210818_090206,638.704346,206.960648,613.978516,172.917740,24.725830,34.042908,14.903426,0.627999,0.376458,-44.133000,-9.329660
20210818_092706,640.689819,206.934189,616.528015,173.157700,24.161804,33.776489,14.903474,0.628046,0.393819,-41.154100,-6.207470
20210818_095206,642.717163,207.004135,619.037964,173.469727,23.679199,33.534409,14.903521,0.628094,0.411181,-44.463000,-7.321180
20210818_103705,647.949585,207.887344,623.673462,174.020020,24.276123,33.867325,14.903607,0.628179,0.442419,-46.192700,-8.822920
20210818_110205,650.266724,207.486496,626.183960,174.271851,24.082764,33.214645,14.903654,0.628227,0.459780,-40.739200,-5.804310
20210819_080137,765.187622,226.331924,739.428589,190.652664,25.759033,35.679260,14.906049,0.630621,0.334456,-45.945900,-11.251700
20210819_085105,766.702393,227.333450,743.213501,191.332916,23.488892,36.000534,14.906143,0.630715,0.368808,-44.792900,-8.581650
20210819_093705,770.803589,227.782211,746.844604,191.998291,23.958984,35.783920,14.906231,0.630803,0.400752,-45.699000,-9.351780
20210819_100205,771.914612,228.355133,748.698486,191.727585,23.216125,36.627548,14.906278,0.630850,0.418113,-40.656100,-6.313930
20210819_110905,103.858101,95.521736,81.124405,63.589691,22.733696,31.932045,14.906406,0.630978,0.464641,-46.110400,-10.039900
20210821_114007,510.879883,115.084152,486.463562,80.753510,24.416321,34.330643,14.911940,0.636513,0.486192,-45.040200,-9.995310
20210821_133006,523.136108,116.225838,500.020508,81.823273,23.115601,34.402565,14.912149,0.636722,0.562569,-45.781300,-10.935900
20210821_180801,561.124084,118.541443,533.777466,84.440826,27.346619,34.100616,14.912678,0.637250,0.755567,-44.133000,-9.396000
20210823_000500,757.583252,139.275757,733.423950,103.219894,24.159302,36.055862,14.916094,0.640667,0.003472,-47.096500,-13.030800
20210823_014005,766.352051,141.521133,741.535034,104.406639,24.817017,37.114494,14.916275,0.640847,0.069502,-46.192700,-11.818300
20210823_061105,778.184814,147.700592,753.161133,112.174934,25.023682,35.525658,14.916790,0.641363,0.257697,-41.983100,-8.954800
20210824_021304,869.057617,165.385254,843.849487,127.802025,25.208130,37.583229,14.919076,0.643648,0.092407,-46.110400,-8.603560
20210824_115005,-610.895630,220.100296,-634.283813,194.200378,23.388184,25.899918,14.920173,0.644745,0.493113,-44.957700,-10.890900
20210825_000501,-552.234558,211.585617,-577.004395,181.644821,24.769836,29.940796,14.921570,0.646142,0.003484,-44.628000,-11.841100
20210825_010405,-547.152954,212.169724,-570.322388,181.331055,23.169434,30.838669,14.921682,0.646255,0.044502,-46.521500,-10.352400
20210825_020405,-537.877014,210.048798,-563.485840,180.655441,25.608826,29.393356,14.921796,0.646369,0.086169,-43.307100,-7.580370
20210825_220551,-367.877777,205.297577,-391.030945,173.639206,23.153168,31.658371,14.924081,0.648654,0.920729,-44.463000,-7.041330
20210826_000404,-379.303192,200.129791,-401.652313,168.511215,22.349121,31.618576,14.924306,0.648878,0.002824,-45.699000,-10.285400
20210826_010305,-370.601013,197.913254,-393.966370,167.715149,23.365356,30.198105,14.924418,0.648991,0.043808,-41.900300,-7.019850
20210826_020404,-362.305847,198.293228,-385.970886,167.327133,23.665039,30.966095,14.924534,0.649107,0.086157,-45.945900,-10.374800
20210826_061404,-302.005585,199.697250,-326.374359,170.636642,24.368774,29.060608,14.925010,0.649582,0.259769,-41.900300,-7.927250
20210826_091004,-278.746155,200.193481,-302.504883,169.603500,23.758728,30.589981,14.925344,0.649916,0.381991,-42.148800,-8.515980
20210827_000501,-180.848679,212.650162,-204.979843,182.895157,24.131165,29.755005,14.927046,0.651618,0.003484,-41.485900,-8.910830
20210827_010405,-174.916855,213.783142,-196.752853,182.757065,21.835999,31.026077,14.927158,0.651730,0.044502,-46.603700,-11.545900
20210827_020405,-163.672058,212.370178,-188.487320,182.469772,24.815262,29.900406,14.927272,0.651844,0.086169,-44.710500,-8.472220
20210828_000500,20.374613,211.145630,-1.973164,179.629074,22.347776,31.516556,14.929784,0.654356,0.003472,-45.287300,-12.365500
20210828_010405,30.476250,211.067627,6.330967,180.247757,24.145283,30.819870,14.929896,0.654468,0.044502,-45.699000,-9.639660
20210828_133138,57.123779,-562.419434,30.990875,-595.022095,26.132904,32.602661,14.931317,0.655889,0.563634,-43.555000,-9.285490
20210828_220230,121.832436,-563.102783,93.909286,-594.576294,27.923149,31.473511,14.932289,0.656861,0.918403,-41.485900,-8.166590
20210829_060534,181.971725,-560.386902,152.810196,-593.552795,29.161530,33.165894,14.933207,0.657779,0.253866,-41.651700,-8.253800
20210829_193129,277.280823,-559.006775,249.138031,-590.616516,28.142792,31.609741,14.934739,0.659312,0.813530,-41.734600,-7.407470
20210830_062505,352.130066,-552.725830,324.531555,-586.311768,27.598511,33.585938,14.935982,0.660554,0.267419,-44.957700,-10.285400
20210830_200228,443.869598,-548.887573,414.177460,-581.424500,29.692139,32.536926,14.937536,0.662108,0.835046,-40.490100,-5.995030
20210831_113506,573.561951,-518.434692,547.005005,-553.547729,26.556946,35.113037,14.939309,0.663881,0.482708,-49.472700,-12.296900
20210831_133505,586.343994,-515.071411,558.128479,-552.290100,28.215515,37.218689,14.939537,0.664110,0.566030,-44.380600,-9.108970
20210831_153505,598.197571,-517.894470,569.020508,-551.001953,29.177063,33.107483,14.939766,0.664338,0.649363,-39.908400,-6.101200
20210831_191500,619.541260,-513.141602,588.005066,-548.626282,31.536194,35.484680,14.940184,0.664756,0.802083,-45.040200,-8.800960
20210831_203505,627.135742,-511.428314,594.919067,-547.713501,32.216675,36.285187,14.940336,0.664908,0.857697,-40.739200,-6.463170
