datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20130615_154836,757.792969,-169.807495,746.336914,-226.525131,11.456055,56.717636,6.728977,0.453549,0.658750,-44.792900,-11.161400
20130615_222035,789.713867,-168.097900,778.511047,-225.859116,11.202820,57.761215,6.729722,0.454294,0.930961,-45.287300,-13.376600
20130616_045415,818.138245,-168.249496,807.787415,-225.089676,10.350830,56.840179,6.730470,0.455043,0.204340,-46.110400,-13.169000
20130616_094905,838.324036,-168.065506,827.562988,-224.462265,10.761047,56.396759,6.731031,0.455603,0.409086,-46.439300,-13.584600
20130617_035205,-413.400391,-336.655365,-423.913849,-388.936890,10.513458,52.281525,6.733090,0.457662,0.161169,-45.699000,-12.961800
20130617_084734,-377.628052,-337.083191,-388.379791,-389.703918,10.751740,52.620728,6.733652,0.458224,0.366366,-45.863600,-13.284300
20130617_120434,-353.985016,-337.761230,-364.240326,-390.198486,10.255310,52.437256,6.734026,0.458599,0.503171,-46.028200,-13.445900
20130617_153234,-327.061401,-338.724274,-338.284821,-390.724335,11.223419,52.000061,6.734422,0.458994,0.647616,-42.645500,-10.688600
20130617_184734,-264.943939,-339.609009,-276.062347,-391.830078,11.118408,52.221069,6.734793,0.459365,0.783032,-43.307100,-10.598800
20130617_220004,-238.527542,-339.525146,-251.111282,-392.247742,12.583740,52.722595,6.735159,0.459731,0.916713,-44.215500,-11.863800
20130618_011204,-212.406082,-339.835449,-225.889297,-392.640381,13.483215,52.804932,6.735524,0.460096,0.050046,-44.957800,-12.984800
20130618_042904,-189.148438,-340.623383,-199.857300,-393.035797,10.708862,52.412415,6.735898,0.460471,0.186852,-45.040200,-12.502800
20130618_074604,-162.274292,-341.324707,-173.593307,-393.425079,11.319016,52.100372,6.736273,0.460845,0.323657,-45.945900,-12.617300
20130618_110138,-556.572388,-424.941162,-567.271423,-475.164093,10.699036,50.222931,6.736645,0.461217,0.459468,-45.452000,-13.445900
20130618_142006,-537.494385,-424.596649,-548.770386,-475.786835,11.276001,51.190186,6.737022,0.461594,0.597292,-46.357100,-12.961800
20130618_192638,-508.618256,-424.782867,-519.300903,-476.745758,10.682648,51.962891,6.737605,0.462177,0.810162,-43.389700,-10.823400
20130618_224137,-487.797668,-425.376587,-499.872803,-477.349335,12.075134,51.972748,6.737976,0.462548,0.945567,-42.976400,-11.319500
20130619_032837,-458.268829,-426.086548,-470.479828,-478.182159,12.210999,52.095612,6.738521,0.463093,0.144873,-44.628000,-12.777900
20130619_064537,-438.030457,-427.141998,-449.815887,-478.756836,11.785431,51.614838,6.738896,0.463468,0.281678,-44.792900,-12.869800
20130619_100236,-416.331787,-427.792694,-428.650391,-479.326019,12.318604,51.533325,6.739270,0.463842,0.418472,-45.122600,-13.053800
20130619_131937,-395.708862,-428.306793,-407.098328,-479.883331,11.389465,51.576538,6.739645,0.464217,0.555289,-48.654400,-12.938800
20130619_200505,-349.246368,-434.015442,-361.599365,-481.010620,12.352997,46.995178,6.740416,0.464988,0.836863,-43.720200,-11.116200
20130619_231636,-327.513489,-429.336243,-339.661346,-481.514130,12.147858,52.177887,6.740780,0.465352,0.969861,-43.802800,-11.659300
20130620_022737,-306.759155,-429.983734,-317.413849,-481.982788,10.654694,51.999054,6.741143,0.465715,0.102512,-45.040200,-12.571500
20130620_040405,-295.727844,-429.733276,-306.096863,-482.215576,10.369019,52.482300,6.741326,0.465899,0.169502,-46.110400,-12.755000
20130620_054305,-282.787140,-430.409851,-294.355347,-482.464233,11.568207,52.054382,6.741515,0.466087,0.238252,-45.781300,-12.319800
20130620_092306,-256.595764,-430.326111,-268.168365,-482.996918,11.572601,52.670807,6.741933,0.466505,0.391042,-47.260700,-10.711100
20130620_121706,-219.390320,-427.248932,-230.857849,-479.439270,11.467529,52.190338,6.742264,0.466836,0.511875,-45.534400,-13.238100
20130620_154506,-193.993073,-427.631897,-205.288834,-479.903259,11.295761,52.271362,6.742659,0.467232,0.656319,-42.148800,-10.598800
20130620_190006,-170.701263,-427.497589,-181.187378,-480.304871,10.486115,52.807281,6.743030,0.467602,0.791736,-43.059100,-10.845900
20130620_221505,-144.624634,-427.461853,-156.815887,-480.691254,12.191254,53.229401,6.743401,0.467973,0.927141,-43.307100,-11.795600
20130621_012505,-120.545944,-427.738953,-133.023865,-481.012695,12.477921,53.273743,6.743762,0.468334,0.059086,-45.781300,-13.238100
20130621_044205,-96.643578,-428.557495,-108.149864,-481.347961,11.506287,52.790466,6.744137,0.468709,0.195891,-45.122600,-13.053800
20130621_075805,-72.089043,-428.594757,-83.314911,-481.660797,11.225868,53.066040,6.744509,0.469081,0.332002,-45.287300,-13.353500
20130621_093705,-58.416588,-428.504242,-70.723495,-481.807434,12.306908,53.303192,6.744697,0.469270,0.400752,-45.287300,-12.502800
20130621_111505,-48.181644,-428.168396,-58.248039,-481.954620,10.066395,53.786224,6.744884,0.469456,0.468808,-51.594500,-12.502800
20130621_125405,-34.170090,-428.507385,-45.695282,-482.094849,11.525192,53.587463,6.745072,0.469644,0.537558,-45.534400,-12.274100
20130621_143535,-21.856270,-428.540497,-32.756332,-482.238861,10.900063,53.698364,6.745265,0.469837,0.608044,-44.710500,-11.048600
20130621_162505,-6.606766,-428.142883,-18.813076,-482.385376,12.206310,54.242493,6.745473,0.470045,0.684086,-40.822200,-9.064900
20130621_181505,8.250660,-434.035065,-4.792702,-482.525787,13.043362,48.490723,6.745682,0.470255,0.760475,-41.320000,-9.131000
20130621_194035,16.259159,-427.918335,6.099216,-482.613586,10.159943,54.695251,6.745845,0.470417,0.819850,-41.154100,-9.108970
20130621_211505,30.529551,-427.370941,18.149876,-482.725372,12.379675,55.354431,6.746025,0.470597,0.885475,-43.472400,-10.330100
20130622_002335,52.969784,-428.438416,42.174019,-482.881073,10.795765,54.442657,6.746383,0.470955,0.016377,-44.463100,-13.076800
20130622_034136,79.430794,-428.450317,67.395370,-483.053009,12.035423,54.602692,6.746759,0.471332,0.153889,-45.863600,-12.800900
20130622_065836,103.694267,-428.872253,92.384941,-483.185760,11.309326,54.313507,6.747134,0.471706,0.290694,-44.298000,-12.846800
20130622_083535,115.811005,-428.195251,104.628586,-483.239105,11.182419,55.043854,6.747318,0.471891,0.358044,-44.050500,-12.434100
20130623_061535,-599.445374,-262.851929,-611.263794,-308.092590,11.818420,45.240662,6.749790,0.474362,0.260822,-41.900300,-11.003500
20130623_093035,-579.360962,-257.201355,-590.483765,-308.937622,11.122803,51.736267,6.750161,0.474733,0.396238,-42.231600,-10.711100
20130623_124535,-557.934509,-258.608093,-569.202332,-309.768677,11.267822,51.160583,6.750532,0.475104,0.531655,-45.945900,-10.711100
20130623_210005,-502.020966,-261.332245,-512.695862,-311.822388,10.674896,50.490143,6.751472,0.476044,0.875058,-42.397200,-11.138800
20130624_064704,-430.428528,-267.801514,-441.512360,-314.094696,11.083832,46.293182,6.752588,0.477160,0.282685,-47.835000,-10.778500
20130624_114504,-392.763855,-263.381195,-403.853821,-314.538757,11.089966,51.157562,6.753154,0.477727,0.489630,-41.817400,-11.093700
20130624_164504,-354.701904,-264.961334,-364.959839,-316.229401,10.257935,51.268066,6.753725,0.478297,0.697963,-42.231600,-10.486700
20130625_010754,-289.565247,-272.464935,-301.145264,-317.827362,11.580017,45.362427,6.754681,0.479253,0.047153,-45.369700,-9.396000
20130625_041701,-261.621277,-266.188995,-272.301300,-318.398590,10.680023,52.209595,6.755040,0.479613,0.178484,-40.240900,-9.484520
20130625_102636,-652.664856,-281.248230,-663.830811,-331.292786,11.165955,50.044556,6.755743,0.480315,0.435139,-44.875300,-13.422800
20130625_134336,-633.484985,-281.220520,-644.904846,-332.281036,11.419861,51.060516,6.756118,0.480690,0.571944,-46.274900,-13.145900
20130625_170036,-614.689331,-282.296417,-625.399780,-333.252960,10.710449,50.956543,6.756492,0.481064,0.708750,-44.710500,-12.686100
20130626_062235,-528.277771,-291.508820,-539.732361,-337.057678,11.454590,45.548859,6.758017,0.482589,0.265683,-42.480000,-11.613900
20130626_092535,-507.736267,-287.079498,-518.914368,-337.866791,11.178101,50.787292,6.758365,0.482937,0.392766,-45.616700,-12.961800
20130626_124205,-485.301819,-286.547028,-496.087280,-338.730255,10.785461,52.183228,6.758738,0.483311,0.529225,-45.369700,-13.192000
20130626_155905,-462.124664,-288.068817,-472.719910,-339.570709,10.595245,51.501892,6.759113,0.483685,0.666030,-44.957800,-12.709100
20130627_132837,-296.937225,-294.513062,-308.157715,-344.500732,11.220490,49.987671,6.761565,0.486137,0.561539,-50.044700,-11.795600
20130628_004920,-203.149658,-295.223846,-215.924805,-346.540314,12.775146,51.316467,6.762859,0.487431,0.034259,-46.439300,-12.984800
20130628_041505,-175.961716,-295.186218,-187.574829,-347.091370,11.613113,51.905151,6.763250,0.487822,0.177141,-43.141800,-10.621200
20130628_060935,-186.652283,-301.055756,-198.757736,-347.310638,12.105453,46.254883,6.763468,0.488040,0.256655,-41.651700,-9.418130
20130628_104729,-121.343750,-295.984131,-132.845306,-348.014343,11.501556,52.030212,6.763996,0.488568,0.449641,-43.802800,-11.410000
20130628_154505,-80.273949,-296.041077,-90.976707,-348.620453,10.702759,52.579376,6.764562,0.489134,0.656308,-42.976400,-11.183900
20130628_203034,-39.869030,-296.483856,-50.614838,-349.097778,10.745808,52.613922,6.765105,0.489677,0.854560,-49.717900,-10.958400
20130628_234704,-11.660335,-296.315948,-22.805700,-349.384949,11.145366,53.069000,6.765478,0.490051,0.991019,-44.875300,-12.342700
20130629_044234,30.932070,-296.267975,19.023657,-349.737946,11.908413,53.469971,6.766040,0.490613,0.196227,-45.287300,-12.663200
20130629_075934,57.222900,-296.169586,46.910358,-349.927429,10.312542,53.757843,6.766415,0.490987,0.333032,-44.133000,-12.228400
20130629_111638,66.803596,-296.153687,55.475529,-349.950836,11.328068,53.797150,6.766790,0.491362,0.469884,-45.122600,-12.594400
20130629_162419,128.416336,-295.946869,116.753395,-350.217499,11.662941,54.270630,6.767375,0.491947,0.683553,-43.141800,-10.554000
20130704_223846,-613.887695,-179.995255,-616.902954,-229.160080,3.015259,49.164825,6.781776,0.506348,0.943588,-44.957800,-13.215100
20130705_014935,-585.450073,-178.579590,-595.543945,-230.395294,10.093872,51.815704,6.782139,0.506711,0.076100,-46.274900,-13.769900
20130705_025051,-630.300720,-177.453384,-639.321838,-230.595032,9.021118,53.141647,6.782255,0.506827,0.118646,-51.431600,-13.445900
20130705_050632,-576.582642,-179.718674,-585.182495,-231.612732,8.599854,51.894058,6.782513,0.507085,0.212870,-44.875300,-13.376600
20130705_081348,-540.421021,-186.828003,-550.778809,-232.848206,10.357788,46.020203,6.782869,0.507441,0.342917,-52.164400,-14.887700
20130705_114005,-514.977112,-182.781799,-525.827759,-234.083893,10.850647,51.302094,6.783261,0.507833,0.486169,-50.126400,-13.584600
20130705_213837,-438.829956,-185.693405,-450.318359,-237.515945,11.488403,51.822540,6.784399,0.508971,0.901817,-44.380600,-10.196000
20130706_040435,-387.900543,-192.897186,-399.411865,-239.481644,11.511322,46.584457,6.785133,0.509705,0.169850,-45.369700,-13.538400
20130707_093903,-114.711151,-203.012070,-125.041122,-255.468475,10.329971,52.456406,6.788507,0.513079,0.402118,-44.298000,-13.469000
20130707_112034,-107.468872,-201.911972,-117.112930,-255.690186,9.644058,53.778214,6.788700,0.513272,0.472616,-45.122600,-11.116200
20130707_125853,-92.788612,-202.621384,-102.411430,-255.907913,9.622818,53.286530,6.788887,0.513459,0.540891,-44.463100,-10.240700
20130707_143916,-71.594864,-202.638687,-82.281700,-256.118652,10.686836,53.479965,6.789078,0.513650,0.610602,-43.472400,-9.219240
20130707_162405,-55.323410,-202.800446,-66.793503,-256.323425,11.470093,53.522980,6.789277,0.513849,0.683391,-42.314400,-8.998820
20130707_181505,-47.304474,-208.637299,-60.301682,-256.500061,12.997208,47.862762,6.789488,0.514060,0.760475,-42.066000,-9.064900
20130708_012347,-22.295816,-202.547745,-34.994061,-256.970703,12.698244,54.422958,6.790303,0.514875,0.058183,-49.309100,-14.911100
20130708_221858,191.937622,-202.170547,181.270996,-257.126984,10.666626,54.956436,6.792689,0.517262,0.929838,-44.628000,-12.709100
20130709_123111,386.576019,-216.557251,374.637512,-270.827942,11.938507,54.270691,6.794310,0.518882,0.521655,-45.699000,-14.141300
20130709_222845,452.112183,-213.389572,439.614502,-268.711823,12.497681,55.322250,6.795446,0.520018,0.936632,-44.463100,-11.727400
20130710_000311,474.427643,-213.057205,461.567535,-268.345520,12.860107,55.288315,6.795625,0.520198,0.002211,-44.957800,-11.048600
20130710_014157,485.357666,-212.646057,473.602966,-267.932251,11.754700,55.286194,6.795813,0.520385,0.070799,-44.463100,-9.973030
20130711_134719,729.032471,-199.407257,716.227051,-255.315567,12.805420,55.908310,6.799930,0.524502,0.574525,-49.636200,-13.492100
20130713_100250,901.861694,-176.089569,889.598022,-231.726410,12.263672,55.636841,6.804979,0.529551,0.418634,-44.792900,-13.909000
20130713_114010,905.155884,-175.246826,893.074036,-229.981857,12.081848,54.735031,6.805164,0.529736,0.486227,-46.028200,-14.001900
20130713_131840,908.762329,-174.325470,896.318970,-229.718948,12.443359,55.393478,6.805351,0.529924,0.554630,-45.040200,-13.746700
20130713_150305,911.855652,-172.917084,899.524414,-228.639893,12.331238,55.722809,6.805550,0.530122,0.627141,-44.050500,-11.977600
20130713_200241,913.423523,-170.129120,900.065613,-226.118744,13.357910,55.989624,6.806120,0.530692,0.835197,-44.628000,-9.950740
20130713_214005,913.498230,-169.595779,900.065552,-226.118256,13.432678,56.522476,6.806305,0.530877,0.902836,-44.298000,-11.206500
20130714_004811,912.061890,-170.197067,900.065552,-226.118530,11.996338,55.921463,6.806662,0.531235,0.033461,-45.781300,-13.307400
20130714_022610,912.445801,-170.169022,900.104126,-226.111008,12.341675,55.941986,6.806849,0.531421,0.101505,-50.453000,-13.053800
20130714_040440,912.275513,-170.513947,900.104126,-226.107483,12.171387,55.593536,6.807036,0.531608,0.169907,-44.875300,-12.938800
20130714_072140,912.104370,-170.665131,900.104126,-226.107147,12.000244,55.442017,6.807411,0.531983,0.306713,-45.122600,-13.862600
20130714_090010,912.411926,-170.248703,900.104126,-226.111267,12.307800,55.862564,6.807598,0.532170,0.375116,-45.699000,-13.515200
20130718_103506,408.057526,-275.149902,394.131989,-323.124023,13.925537,47.974121,6.818730,0.543302,0.441042,-47.096600,-13.862600
20130718_112741,412.887299,-270.171021,401.161530,-322.874512,11.725769,52.703491,6.818830,0.543402,0.477558,-45.122600,-13.261200
20130718_130611,425.457703,-269.222260,413.829987,-322.441376,11.627716,53.219116,6.819017,0.543589,0.545961,-45.781300,-13.700400
20130718_144936,439.720398,-268.811340,427.078033,-321.974487,12.642365,53.163147,6.819214,0.543786,0.617778,-45.945900,-12.045900
20130718_170905,457.644287,-267.489685,444.883972,-321.310638,12.760315,53.820953,6.819479,0.544051,0.714641,-46.192700,-12.617300
20130718_202605,483.501770,-268.884216,469.602966,-320.284882,13.898804,51.400665,6.819853,0.544426,0.851447,-46.110400,-12.663200
20130718_220435,494.507019,-268.053558,481.769470,-319.745148,12.737549,51.691589,6.820041,0.544613,0.919850,-49.636200,-12.846800
20130718_234235,506.448090,-267.416931,493.820007,-318.174561,12.628082,50.757629,6.820227,0.544799,0.987905,-46.439300,-13.007800
20130719_003510,513.556030,-265.900543,500.193024,-318.863403,13.363007,52.962860,6.820327,0.544899,0.024421,-45.863600,-12.869800
20130719_021340,524.742004,-265.432556,512.050476,-318.287201,12.691528,52.854645,6.820514,0.545086,0.092824,-45.205000,-12.961800
20130719_035210,536.105835,-264.677094,523.830994,-317.686615,12.274841,53.009521,6.820702,0.545274,0.161227,-45.616700,-12.938800
20130719_053040,548.983643,-264.471680,535.456543,-317.071350,13.527100,52.599670,6.820889,0.545461,0.229630,-44.298000,-12.709100
20130719_233339,-174.589737,282.744537,-184.098801,232.097855,9.509064,50.646683,6.822948,0.547520,0.981701,-45.369700,-14.234300
20130720_033805,-152.502823,282.074036,-161.301804,231.358978,8.798981,50.715057,6.823413,0.547985,0.151447,-47.178600,-13.723500
20130720_062437,-116.300377,276.375793,-126.278801,230.835938,9.978424,45.539856,6.823729,0.548301,0.267095,-42.314400,-11.364700
20130720_182101,37.829460,284.071869,28.462524,238.428497,9.366936,45.643372,6.825091,0.549664,0.764595,-46.110400,-13.630900
20130720_191537,45.694393,290.220093,39.135174,238.477814,6.559219,51.742279,6.825195,0.549767,0.802512,-46.028200,-13.469000
20130720_210406,63.160297,290.393677,54.623428,238.428223,8.536869,51.965454,6.825401,0.549974,0.877847,-43.555000,-10.419600
20130721_001107,87.465446,289.775696,78.498199,238.366180,8.967247,51.409515,6.825757,0.550329,0.007720,-45.616700,-13.261200
20130721_015006,100.753372,289.554626,92.124748,238.381104,8.628624,51.173523,6.825945,0.550517,0.076458,-46.028200,-13.261200
20130721_131835,200.440384,290.832001,191.854004,239.086014,8.586380,51.745987,6.827254,0.551826,0.554572,-45.863600,-14.583900
20130722_004735,-594.261963,-203.169830,-604.840027,-250.727768,10.578064,47.557938,6.828564,0.553136,0.033044,-51.513100,-14.257600
20130722_022605,307.507019,292.830231,299.653046,240.951263,7.853973,51.878967,6.828751,0.553324,0.101447,-45.534400,-11.477900
20130722_135606,-502.123291,-209.965439,-513.952515,-257.523193,11.829224,47.557755,6.830063,0.554636,0.580625,-44.875300,-13.700400
20130722_234604,-428.226166,-214.361649,-438.868073,-261.164764,10.641907,46.803116,6.831185,0.555757,0.990324,-45.616700,-14.001900
20130723_030305,487.430267,299.186615,477.106476,247.658188,10.323792,51.528427,6.831560,0.556132,0.127141,-46.357100,-13.330400
20130723_062106,-374.144714,-217.473709,-386.262054,-264.716766,12.117340,47.243057,6.831936,0.556508,0.264653,-45.287300,-12.777900
20130723_075836,-357.983887,-217.916260,-370.586029,-265.401367,12.602142,47.485107,6.832121,0.556694,0.332361,-44.545500,-12.915800
20130723_181607,-19.750814,-202.984055,-31.232229,-246.809128,11.481415,43.825073,6.833296,0.557868,0.761192,-43.389700,-11.613900
20130724_232234,244.914062,-196.175888,231.249985,-245.790298,13.664078,49.614410,6.836616,0.561188,0.974005,-45.945900,-13.515200
20130725_023836,743.807312,317.461487,733.171509,265.628357,10.635803,51.833130,6.836989,0.561561,0.110139,-45.205000,-12.457000
20130725_043004,285.609039,-199.060669,273.045959,-245.070282,12.563080,46.009613,6.837201,0.561773,0.187546,-44.380600,-11.093700
20130725_105207,380.559906,-181.726562,369.175507,-231.394043,11.384399,49.667480,6.837927,0.562499,0.452859,-45.452000,-13.284300
20130725_122937,393.542267,-180.456192,379.995514,-231.081192,13.546753,50.625000,6.838112,0.562685,0.520567,-45.699000,-11.364700
20130725_140807,406.477783,-179.693665,395.980560,-230.440155,10.497223,50.746490,6.838300,0.562872,0.588970,-45.205000,-12.137100
20130727_084736,712.804993,-160.885391,699.723450,-210.960297,13.081543,50.074905,6.843166,0.567738,0.366389,-49.227300,-13.399700
20130727_102859,724.746338,-159.478760,710.544617,-209.800781,14.201721,50.322021,6.843359,0.567931,0.436794,-44.628000,-12.411300
20130727_120435,734.026611,-157.631805,719.775574,-208.803848,14.251038,51.172043,6.843541,0.568113,0.503183,-46.028200,-11.841100
20130727_134306,743.362244,-156.291672,729.122559,-207.763077,14.239685,51.471405,6.843728,0.568300,0.571597,-45.534400,-11.410000
20130802_010008,76.327644,-339.342285,61.047138,-382.420746,15.280506,43.078461,6.858704,0.583277,0.041759,-44.710500,-13.007800
20130802_055436,117.264313,-338.338959,103.184998,-382.243134,14.079315,43.904175,6.859264,0.583836,0.246250,-44.710500,-12.274100
20130802_104935,159.965485,-338.250427,145.014664,-381.875275,14.950821,43.624847,6.859825,0.584397,0.451100,-45.699000,-12.274100
20130802_122735,173.172165,-337.545776,158.841660,-381.708649,14.330505,44.162872,6.860011,0.584584,0.519155,-48.900000,-11.206500
20130802_205005,242.839294,-336.121704,229.137466,-380.485168,13.701828,44.363464,6.860967,0.585539,0.868113,-42.976400,-11.161400
20130803_013505,283.255341,-335.444733,268.301514,-379.502563,14.953827,44.057831,6.861509,0.586081,0.066030,-45.040200,-12.663200
20130803_163836,-538.402466,126.488396,-551.162598,84.708488,12.760132,41.779907,6.863226,0.587799,0.693472,-42.893700,-10.129000
20130803_181835,-529.899902,125.372505,-542.514587,83.782135,12.614685,41.590370,6.863417,0.587989,0.762905,-41.900300,-8.494090
20130803_195528,-513.836182,124.308762,-526.211182,82.877823,12.375000,41.430939,6.863601,0.588173,0.830185,-42.893700,-8.057710
20130804_171834,-365.002747,113.277557,-379.628662,72.897301,14.625916,40.380257,6.866040,0.590613,0.721227,-41.237100,-9.906260
20130804_203559,-303.368103,111.443504,-315.951294,71.677246,12.583191,39.766258,6.866416,0.590988,0.858322,-42.231600,-9.661830
20130806_064312,9.760417,103.678001,-4.156930,64.780830,13.917347,38.897171,6.870308,0.594880,0.280000,-44.380600,-11.954800
20130806_184342,49.239021,-486.999664,31.261124,-520.506958,17.977898,33.507294,6.871678,0.596250,0.780347,-42.728200,-8.844870
20130807_004505,95.078743,-483.090820,78.420792,-520.365173,16.657951,37.274353,6.872365,0.596937,0.031308,-44.463100,-11.932100
20130807_071805,145.185059,-483.271179,129.365509,-519.906982,15.819550,36.635803,6.873112,0.597684,0.304225,-44.298000,-11.591200
20130807_135205,195.954346,-482.472748,180.001511,-519.142761,15.952835,36.670013,6.873861,0.598433,0.577836,-44.463100,-11.977600
20130807_202505,247.221283,-481.473969,229.787476,-518.006165,17.433807,36.532196,6.874608,0.599181,0.850752,-44.133000,-12.000400
20130808_162831,445.449615,156.418198,432.046448,119.559853,13.403168,36.858345,6.876897,0.601469,0.686470,-41.154100,-9.351770
20130808_180638,460.383514,156.921478,445.718506,120.286423,14.665009,36.635056,6.877083,0.601655,0.754606,-41.900300,-7.796990
20130808_194339,476.802856,157.828476,461.918488,121.023994,14.884369,36.804482,6.877268,0.601840,0.821979,-41.403000,-6.891050
20130808_212045,491.773865,159.352722,477.689972,121.792625,14.083893,37.560097,6.877452,0.602024,0.889410,-41.983100,-6.976890
20130811_233146,97.702225,-570.318115,73.265762,-587.888367,24.436462,17.570251,6.885915,0.610487,0.980394,-47.835000,-9.995290
20130817_101750,405.997986,-180.198227,388.900513,-206.774673,17.097473,26.576447,6.900832,0.625405,0.429051,-42.976400,-8.800960
20130817_184136,474.304108,-177.388748,455.600006,-203.068146,18.704102,25.679398,6.901790,0.626362,0.778889,-41.237100,-7.515500
20130817_201708,489.893097,-178.471939,468.307465,-202.264404,21.585632,23.792465,6.901972,0.626544,0.845231,-40.739200,-7.062820
20130817_220443,502.935028,-160.893661,482.900543,-186.579147,20.034485,25.685486,6.902176,0.626749,0.919942,-41.071200,-7.256520
20130818_092928,590.984009,-167.444962,570.780029,-194.522171,20.203979,27.077209,6.903478,0.628051,0.395463,-46.521500,-7.883800
20130818_210006,669.969238,-160.232483,650.885986,-186.654541,19.083252,26.422058,6.904791,0.629364,0.875069,-40.656200,-8.035940
20130819_093505,747.305542,-148.560532,729.099548,-176.806229,18.205994,28.245697,6.906227,0.630799,0.399363,-44.957800,-11.116200
20130819_230428,820.946411,-122.277443,800.658569,-150.428345,20.287842,28.150902,6.907766,0.632338,0.961435,-43.637600,-8.866850
20130820_012915,830.485352,-134.950943,811.094055,-163.013550,19.391296,28.062607,6.908041,0.632613,0.061979,-46.768000,-10.981000
20130820_084041,862.098999,-126.523758,842.526978,-156.019745,19.572021,29.495987,6.908861,0.633433,0.361586,-46.357100,-10.419600
20130820_110028,872.346008,-123.651527,851.806091,-153.842148,20.539917,30.190620,6.909127,0.633699,0.458657,-44.792900,-8.581650
20130820_123030,876.810852,-124.640724,857.695129,-152.454315,19.115723,27.813591,6.909298,0.633870,0.521181,-40.822200,-7.299610
20130820_142007,883.361145,-122.269714,864.531555,-150.646484,18.829590,28.376770,6.909507,0.634079,0.597303,-43.472400,-8.691230
20130820_220551,-81.436951,-193.785004,-99.314728,-217.624344,17.877777,23.839340,6.910392,0.634964,0.920729,-40.905200,-8.428470
20130821_220433,132.771240,-219.062332,116.735985,-243.067245,16.035255,24.004913,6.913128,0.637700,0.919826,-48.162900,-12.663200
20130821_230505,145.877182,-217.037781,125.812515,-243.032730,20.064667,25.994949,6.913243,0.637815,0.961863,-43.141800,-8.866850
20130822_000605,154.166122,-216.653625,134.966003,-242.854324,19.200119,26.200699,6.913359,0.637931,0.004225,-45.781300,-9.351770
20130822_200551,-322.487091,-382.326721,-342.065308,-404.076263,19.578217,21.749542,6.915640,0.640212,0.837396,-41.154100,-8.079470
20130822_220459,-277.200195,-372.120575,-295.504761,-395.682343,18.304565,23.561768,6.915866,0.640438,0.920127,-44.463100,-8.581650
20130822_231506,-268.030060,-373.469788,-286.042328,-396.081207,18.012268,22.611420,6.916000,0.640572,0.968819,-42.066000,-7.731960
20130823_001506,-261.086670,-373.314240,-277.853302,-396.393829,16.766632,23.079590,6.916114,0.640686,0.010486,-48.244900,-11.296900
20130823_010521,-280.869293,-384.637756,-300.727356,-406.115417,19.858063,21.477661,6.916209,0.640781,0.045382,-40.988200,-6.741020
20130823_110406,-200.758362,-388.721222,-218.960922,-409.406433,18.202560,20.685211,6.917348,0.641920,0.461181,-41.320000,-8.297420
20130823_205906,-117.271538,-389.246857,-135.765396,-411.730438,18.493858,22.483582,6.918479,0.643051,0.874375,-41.900300,-8.800960
20130823_221920,-76.592468,-379.283569,-94.784943,-401.843750,18.192474,22.560181,6.918631,0.643204,0.930093,-40.490100,-6.335230
20130823_231006,-69.123299,-378.368286,-84.889130,-401.924133,15.765831,23.555847,6.918728,0.643300,0.965347,-48.244900,-10.509200
20130824_001006,-56.967243,-379.606567,-76.353294,-402.090576,19.386051,22.484009,6.918842,0.643414,0.007014,-47.999000,-6.869580
20130824_094157,-207.900894,176.102951,-224.339813,151.875870,16.438919,24.227081,6.919929,0.644501,0.404132,-41.983100,-8.713160
20130824_111106,-193.855621,176.872421,-211.709839,151.484589,17.854218,25.387833,6.920099,0.644671,0.466042,-45.040200,-9.086910
20130824_124105,-182.798828,175.651443,-198.848343,151.108109,16.049515,24.543335,6.920270,0.644842,0.528530,-45.534400,-9.197170
20130824_144005,-164.849136,174.686310,-181.660309,150.593689,16.811172,24.092621,6.920496,0.645068,0.611169,-40.739200,-6.719610
20130824_163005,-147.323227,172.737411,-165.863861,150.179565,18.540634,22.557846,6.920705,0.645277,0.687558,-39.825300,-6.377850
20130824_183005,-129.394043,172.875168,-148.559875,149.796661,19.165833,23.078506,6.920933,0.645506,0.770891,-46.850200,-8.954800
20130824_213005,-103.322197,173.322906,-122.411835,149.236633,19.089638,24.086273,6.921276,0.645848,0.895891,-41.154100,-7.948970
20130825_003005,-78.058868,173.162094,-96.186218,148.795181,18.127350,24.366913,6.921618,0.646190,0.020891,-42.645500,-8.537840
20130825_033005,-51.789413,172.613403,-69.960686,148.475555,18.171272,24.137848,6.921960,0.646532,0.145891,-45.287300,-10.374800
20130825_113005,16.338413,172.423660,-2.021542,148.020432,18.359955,24.403229,6.922873,0.647445,0.479225,-47.835000,-10.062100
20130825_130005,34.167152,171.229385,13.659660,148.007980,20.507492,23.221405,6.923044,0.647616,0.541725,-48.490700,-10.307700
20130825_142005,42.696812,174.315094,25.401520,147.997360,17.295292,26.317734,6.923196,0.647768,0.597280,-46.932300,-8.691230
20130827_063005,437.938538,164.727325,422.067993,138.023239,15.870544,26.704086,6.927778,0.652350,0.270891,-47.178600,-9.528800
20130827_080005,451.814636,165.227386,433.848511,138.762665,17.966125,26.464722,6.927949,0.652521,0.333391,-43.885400,-9.484520
